title,external_id,url,type,publication_year,publication_month,publication_day,journal_title,source_client_id
Immunological characterization of a bacterial protein isolated from salmonid fish naturally infected with Piscirickettsia salmonis,10.1016/j.vaccine.2006.11.035,http://www.scopus.com/inward/record.url?eid=2-s2.0-33846855795&partnerID=MN8TOARS,journal-article,2007,,,Vaccine,0000-0001-5073-7121
Lipopolyamine-mediated transfection of reporter plasmids into a fish cell line,2-s2.0-3242751310,http://www.scopus.com/inward/record.url?eid=2-s2.0-3242751310&partnerID=MN8TOARS,journal-article,1999,,,Electronic Journal of Biotechnology,0000-0001-5073-7121
Chromogenic bacterioneuston from littoral pools and its role in mineralization process,2-s2.0-31744432291,http://www.scopus.com/inward/record.url?eid=2-s2.0-31744432291&partnerID=MN8TOARS,journal-article,1998,,,Revista de Biologia Marina y Oceanografia,0000-0001-5073-7121
Long term environmental variability modulates the epigenetics of maternal traits of kelp crabs in the coast of Chile,10.1038/s41598-022-23165-1,http://dx.doi.org/10.1038/s41598-022-23165-1,journal-article,2022,11,05,Scientific Reports,0000-0002-7153-4734
"Editorial: Fluctuating Habitats: Ecological Relevance of Environmental Variability and Predictability on Species, Communities, and Ecosystems",10.3389/fevo.2022.907622,http://dx.doi.org/10.3389/fevo.2022.907622,journal-article,2022,05,03,Frontiers in Ecology and Evolution,0000-0002-7153-4734
"Experimental Assessment of a Conducting Polymer (PEDOT) and Microbial Biofilms as Deterrents and Facilitators of Macro-Biofouling: Larval Settlement of the Barnacle Notobalanus flosculus (Darwin, 1854) from Central Chile",10.3390/jmse9010082,http://dx.doi.org/10.3390/jmse9010082,journal-article,2021,01,14,Journal of Marine Science and Engineering,0000-0002-7153-4734
Combined effects of temperature and hypoxia shape female brooding behaviors and the early ontogeny of the Chilean kelp crab Taliepus dentatus,10.3354/meps13381,http://dx.doi.org/10.3354/meps13381,journal-article,2020,07,30,Marine Ecology Progress Series,0000-0002-7153-4734
COSTS AND BENEFITS OF BROODING AMONG DECAPOD CRUSTACEANS: THE CHALLENGES OF INCUBATING IN AQUATIC SYSTEMS,,,book-chapter,2020,,,,0000-0002-7153-4734
"The subtropical–temperate transition along the east coast of South Africa shapes the thermal physiology of the truncated mangrove snail Cerithidea decollata (Gastropoda: Caenogastropoda, Potamididae)",10.2989/1814232x.2019.1612784,http://dx.doi.org/10.2989/1814232x.2019.1612784,journal-article,2019,04,03,African Journal of Marine Science,0000-0002-7153-4734
SUSCEPTIBILITY OF DIFFERENT MATERIALS AND ANTIFOULING COATING TO MACROFOULING ORGANISMS IN A HIGH WAVE-ENERGY ENVIRONMENT,,,journal-article,2019,,,The Journal Of Ocean Technology,0000-0002-7153-4734
Morphological and epigenetic variation in mussels from contrasting environments,10.1007/s00227-018-3310-6,http://dx.doi.org/10.1007/s00227-018-3310-6,journal-article,2018,03,,Marine Biology,0000-0002-7153-4734
Latitudinal variation in maternal investment traits of the kelp crab Taliepus dentatus along the coast of Chile,10.1007/s00227-018-3294-2,http://dx.doi.org/10.1007/s00227-018-3294-2,journal-article,2018,02,,Marine Biology,0000-0002-7153-4734
Epigenetic variation among natural populations of the South African sandhopper Talorchestia capensis,10.1007/s10682-016-9877-9,http://dx.doi.org/10.1007/s10682-016-9877-9,journal-article,2017,02,,Evolutionary Ecology,0000-0002-7153-4734
"Molecular evidence of distinct evolutionary units in the sandhopper Talorchestia capensis (Amphipoda, Talitridae) along South African coasts",10.1007/s10750-016-2797-4,http://dx.doi.org/10.1007/s10750-016-2797-4,journal-article,2016,10,,Hydrobiologia,0000-0002-7153-4734
"New talitrids from South Africa (Amphipoda, Senticaudata, Talitroidea, Talitridae) with notes on their ecology",10.11646/zootaxa.4144.2.1,http://dx.doi.org/10.11646/zootaxa.4144.2.1,journal-article,2016,07,27,Zootaxa,0000-0002-7153-4734
Contrasting environments shape thermal physiology across the spatial range of the sandhopper Talorchestia capensis,10.1007/s00442-015-3404-5,http://dx.doi.org/10.1007/s00442-015-3404-5,journal-article,2015,12,,Oecologia,0000-0002-7153-4734
Temperature Effects on Reproductive Allocation in the Sandhopper Talorchestia capensis,,,journal-article,2015,06,01,,0000-0002-7153-4734
Environmental Domains and Range-Limiting Mechanisms: Testing the Abundant Centre Hypothesis Using Southern African Sandhoppers,10.1371/journal.pone.0054598,http://dx.doi.org/10.1371/journal.pone.0054598,journal-article,2013,01,23,PLoS ONE,0000-0002-7153-4734
Non-canonical CB1 receptor signaling regulates night visual processing in the inner rat retina,10.1016/j.isci.2024.109920,http://dx.doi.org/10.1016/j.isci.2024.109920,journal-article,2024,05,,iScience,0000-0003-3450-4592
"Mutations in trpγ, the homologue of TRPC6 autism candidate gene, causes autism-like behavioral deficits in Drosophila",10.1038/s41380-022-01555-1,https://doi.org/10.1038/s41380-022-01555-1,journal-article,2022,08,,Molecular Psychiatry,0000-0003-3450-4592
The impact of the gut microbiome on memory and sleep in Drosophila,10.1242/jeb.233619,http://dx.doi.org/10.1242/jeb.233619,journal-article,2020,12,29,The Journal of Experimental Biology,0000-0003-3450-4592
The impact of the gut microbiome on memory and sleep in Drosophila,10.1242/jeb.233619,http://www.scopus.com/inward/record.url?eid=2-s2.0-85102091045&partnerID=MN8TOARS,journal-article,2021,,,Journal of Experimental Biology,0000-0003-3450-4592
Calcium and cAMP directly modulate the speed of the Drosophila circadian clock.,29879123,https://europepmc.org/articles/PMC6007936,journal-article,2018,06,07,PLoS genetics,0000-0003-3450-4592
Calcium and cAMP directly modulate the speed of the Drosophila circadian clock,10.1371/journal.pgen.1007433,http://www.scopus.com/inward/record.url?eid=2-s2.0-85049413485&partnerID=MN8TOARS,journal-article,2018,,,PLoS Genetics,0000-0003-3450-4592
Central and peripheral clocks are coupled by a neuropeptide pathway in Drosophila.,28555616,https://europepmc.org/articles/PMC5459987,journal-article,2017,05,30,Nature communications,0000-0003-3450-4592
Central and peripheral clocks are coupled by a neuropeptide pathway in Drosophila,10.1038/ncomms15563,http://www.scopus.com/inward/record.url?eid=2-s2.0-85020008622&partnerID=MN8TOARS,journal-article,2017,,,Nature Communications,0000-0003-3450-4592
Chapter 8: Biogás,isbn 978-956-358-304-5. ,,book-chapter,2015,10,01,La Alegría de la Ciencia,0000-0003-3450-4592
Keratitis-ichthyosis-deafness syndrome-associated Cx26 mutants produce nonfunctional gap junctions but hyperactive hemichannels when co-expressed with wild type Cx43.,25625422,https://europepmc.org/articles/PMC4801018,journal-article,2015,01,27,The Journal of investigative dermatology,0000-0003-3450-4592
Keratitis-ichthyosis-deafness syndrome-associated Cx26 mutants produce nonfunctional gap junctions but hyperactive hemichannels when co-expressed with wild type Cx43,10.1038/jid.2015.20,http://www.scopus.com/inward/record.url?eid=2-s2.0-84928417149&partnerID=MN8TOARS,journal-article,2015,,,Journal of Investigative Dermatology,0000-0003-3450-4592
Role of connexin channels in the retinal light response of a diurnal rodent.,25202238,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/25202238/?tool=EBI,journal-article,2014,08,25,Frontiers in Cellular Neuroscience,0000-0003-3450-4592
Role of connexin channels in the retinal light response of a diurnal rodent,10.3389/fncel.2014.00249,http://www.scopus.com/inward/record.url?eid=2-s2.0-84929572411&partnerID=MN8TOARS,journal-article,2014,,,Frontiers in Cellular Neuroscience,0000-0003-3450-4592
Enhanced Astrocyte Activity and Excitatory Synaptic Function in the Hippocampus of Pentylenetetrazole Kindling Model of Epilepsy,10.3390/ijms241914506,https://doi.org/10.3390/ijms241914506,journal-article,2023,09,25,International Journal of Molecular Sciences,0000-0003-1785-6748
Enhanced Astrocyte Activity and Excitatory Synaptic Function in the Hippocampus of Pentylenetetrazole Kindling Model of Epilepsy,10.3390/ijms241914506,https://www.mdpi.com/1422-0067/24/19/14506,journal-article,2023,09,,International Journal of Molecular Sciences,0000-0003-1785-6748
Central and Peripheral Inflammation: A Common Factor Causing Addictive and Neurological Disorders and Aging-Related Pathologies,10.3390/ijms241210083,https://doi.org/10.3390/ijms241210083,journal-article,2023,06,13,International Journal of Molecular Sciences,0000-0003-1785-6748
Central and Peripheral Inflammation: A Common Factor Causing Addictive and Neurological Disorders and Aging-Related Pathologies,10.3390/ijms241210083,https://www.mdpi.com/1422-0067/24/12/10083,journal-article,2023,06,,International Journal of Molecular Sciences,0000-0003-1785-6748
Pannexin-1 Modulates Inhibitory Transmission and Hippocampal Synaptic Plasticity,10.3390/biom13060887,https://doi.org/10.3390/biom13060887,journal-article,2023,05,25,Biomolecules,0000-0003-1785-6748
Pannexin-1 Modulates Inhibitory Transmission and Hippocampal Synaptic Plasticity,10.3390/biom13060887,https://www.mdpi.com/2218-273X/13/6/887,journal-article,2023,05,,Biomolecules,0000-0003-1785-6748
The Long-Term Pannexin 1 Ablation Produces Structural and Functional Modifications in Hippocampal Neurons.,36429074,https://doi.org/10.3390/cells11223646,journal-article,2022,11,17,Cells,0000-0003-1785-6748
The Long-Term Pannexin 1 Ablation Produces Structural and Functional Modifications in Hippocampal Neurons,10.3390/cells11223646,http://www.scopus.com/inward/record.url?eid=2-s2.0-85142445608&partnerID=MN8TOARS,journal-article,2022,,,Cells,0000-0003-1785-6748
Wnt-5a induces the conversion of silent to functional synapses in the hippocampus,10.3389/fnmol.2022.1024034,http://dx.doi.org/10.3389/fnmol.2022.1024034,journal-article,2022,10,28,Frontiers in Molecular Neuroscience,0000-0003-1785-6748
Wnt-5a induces the conversion of silent to functional synapses in the hippocampus,10.3389/fnmol.2022.1024034,http://www.scopus.com/inward/record.url?eid=2-s2.0-85141848897&partnerID=MN8TOARS,journal-article,2022,,,Frontiers in Molecular Neuroscience,0000-0003-1785-6748
Corticotropin-releasing factor system in the lateral septum: Implications in the pathophysiology of obesity,10.3389/fnmol.2022.1020903,http://www.scopus.com/inward/record.url?eid=2-s2.0-85139202194&partnerID=MN8TOARS,journal-article,2022,,,Frontiers in Molecular Neuroscience,0000-0003-1785-6748
P2Y1 receptor inhibition rescues impaired synaptic plasticity and astroglial Ca2+-dependent activity in the epileptic hippocampus,10.1016/j.nbd.2020.105132,https://doi.org/10.1016/j.nbd.2020.105132,journal-article,2020,12,,Neurobiology of Disease,0000-0003-1785-6748
P2Y1 receptor inhibition rescues impaired synaptic plasticity and astroglial Ca<sup>2+</sup>-dependent activity in the epileptic hippocampus,10.1016/j.nbd.2020.105132,http://www.scopus.com/inward/record.url?eid=2-s2.0-85092605920&partnerID=MN8TOARS,journal-article,2020,,,Neurobiology of Disease,0000-0003-1785-6748
Muscarinic Regulation of Spike Timing Dependent Synaptic Plasticity in the Hippocampus.,32828940,https://doi.org/10.1016/j.neuroscience.2020.08.015,journal-article,2020,08,20,Neuroscience,0000-0003-1785-6748
Muscarinic Regulation of Spike Timing Dependent Synaptic Plasticity in the Hippocampus,10.1016/j.neuroscience.2020.08.015,http://www.scopus.com/inward/record.url?eid=2-s2.0-85090480565&partnerID=MN8TOARS,journal-article,2021,,,Neuroscience,0000-0003-1785-6748
Priming of GABAergic Long-term Potentiation by Muscarinic Receptors,10.1016/j.neuroscience.2019.12.033,https://doi.org/10.1016/j.neuroscience.2019.12.033,journal-article,2020,01,,Neuroscience,0000-0003-1785-6748
Priming of GABAergic Long-term Potentiation by Muscarinic Receptors,10.1016/j.neuroscience.2019.12.033,http://www.scopus.com/inward/record.url?eid=2-s2.0-85078170029&partnerID=MN8TOARS,journal-article,2020,,,Neuroscience,0000-0003-1785-6748
Cannabinoid signaling selectively modulates GABAergic inhibitory input to off bipolar cells in rat retina,10.1167/iovs.61.3.3,http://www.scopus.com/inward/record.url?eid=2-s2.0-85081690242&partnerID=MN8TOARS,journal-article,2020,,,Investigative Ophthalmology and Visual Science,0000-0003-1785-6748
The p75<sup>NTR</sup> neurotrophin receptor is required to organize the mature neuromuscular synapse by regulating synaptic vesicle availability.,31514753,https://europepmc.org/articles/PMC6739937,journal-article,2019,09,12,Acta neuropathologica communications,0000-0003-1785-6748
The p75<sup>NTR</sup> neurotrophin receptor is required to organize the mature neuromuscular synapse by regulating synaptic vesicle availability,10.1186/s40478-019-0802-7,http://www.scopus.com/inward/record.url?eid=2-s2.0-85072145674&partnerID=MN8TOARS,journal-article,2019,,,Acta Neuropathologica Communications,0000-0003-1785-6748
Ketamine-Treatment During Late Adolescence Impairs Inhibitory Synaptic Transmission in the Prefrontal Cortex and Working Memory in Adult Rats.,31481877,https://europepmc.org/articles/PMC6710447,journal-article,2019,08,20,Frontiers in cellular neuroscience,0000-0003-1785-6748
Ketamine-Treatment During Late Adolescence Impairs Inhibitory Synaptic Transmission in the Prefrontal Cortex and Working Memory in Adult Rats,10.3389/fncel.2019.00372,http://www.scopus.com/inward/record.url?eid=2-s2.0-85072193788&partnerID=MN8TOARS,journal-article,2019,,,Frontiers in Cellular Neuroscience,0000-0003-1785-6748
Coordinated prefrontal–hippocampal activity and navigation strategy-related prefrontal firing during spatial memory formation,10.1073/pnas.1720117115,http://www.scopus.com/inward/record.url?eid=2-s2.0-85049372750&partnerID=MN8TOARS,journal-article,2018,,,Proceedings of the National Academy of Sciences of the United States of America,0000-0003-1785-6748
Correction: Coordinated prefrontal–hippocampal activity and navigation strategy-related prefrontal firing during spatial memory formation (Proc Natl Acad Sci USA (2018) 115 (7123–7128) DOI: 10.1073/pnas.1720117115),10.1073/pnas.1813107115,http://www.scopus.com/inward/record.url?eid=2-s2.0-85052730223&partnerID=MN8TOARS,journal-article,2018,,,Proceedings of the National Academy of Sciences of the United States of America,0000-0003-1785-6748
n-3 Polyunsaturated fatty acid supplementation restored impaired memory and GABAergic synaptic efficacy in the hippocampus of stressed rats,10.1080/1028415x.2017.1323609,http://www.scopus.com/inward/record.url?eid=2-s2.0-85019111820&partnerID=MN8TOARS,journal-article,2018,,,Nutritional Neuroscience,0000-0003-1785-6748
Epigenetic editing of the Dlg4/PSD95 gene improves cognition in aged and Alzheimer's disease mice,10.1093/brain/awx272,http://www.scopus.com/inward/record.url?eid=2-s2.0-85038232228&partnerID=MN8TOARS,journal-article,2017,,,Brain,0000-0003-1785-6748
Activity-dependent switch of gabaergic inhibition into glutamatergic excitation in astrocyte-neuron networks,10.7554/elife.20362,http://www.scopus.com/inward/record.url?eid=2-s2.0-85010644425&partnerID=MN8TOARS,journal-article,2016,,,eLife,0000-0003-1785-6748
Plasticity of hippocampal excitatory-inhibitory balance: Missing the synaptic control in the epileptic brain,10.1155/2016/8607038,http://www.scopus.com/inward/record.url?eid=2-s2.0-84960969152&partnerID=MN8TOARS,journal-article,2016,,,Neural Plasticity,0000-0003-1785-6748
Role of nicotinic and muscarinic receptors on synaptic plasticity and neurological diseases,10.2174/1381612822666160127112021,http://www.scopus.com/inward/record.url?eid=2-s2.0-84969142070&partnerID=MN8TOARS,journal-article,2016,,,Current Pharmaceutical Design,0000-0003-1785-6748
Wnt signaling pathway improves central inhibitory synaptic transmission in a mouse model of Duchenne muscular dystrophy,10.1016/j.nbd.2015.11.018,http://www.scopus.com/inward/record.url?eid=2-s2.0-84948954975&partnerID=MN8TOARS,journal-article,2016,,,Neurobiology of Disease,0000-0003-1785-6748
Enhanced astroglial Ca<sup>2+</sup> signaling increases excitatory synaptic strength in the epileptic brain,10.1002/glia.22817,http://www.scopus.com/inward/record.url?eid=2-s2.0-84949093362&partnerID=MN8TOARS,journal-article,2015,,,GLIA,0000-0003-1785-6748
"WASP-1, a canonical Wnt signaling potentiator, rescues hippocampal synaptic impairments induced by Aβ oligomers",10.1016/j.expneurol.2014.11.005,http://www.scopus.com/inward/record.url?eid=2-s2.0-84914145947&partnerID=MN8TOARS,journal-article,2015,,,Experimental Neurology,0000-0003-1785-6748
A new rapid kindling variant for induction of cortical epileptogenesis in freely moving rats,10.3389/fncel.2014.00200,http://www.scopus.com/inward/record.url?eid=2-s2.0-84904753933&partnerID=MN8TOARS,journal-article,2014,,,Frontiers in Cellular Neuroscience,0000-0003-1785-6748
In vivo activation of Wnt signaling pathway enhances cognitive function of adult mice and reverses cognitive deficits in an Alzheimer's disease model,10.1523/jneurosci.0862-13.2014,http://www.scopus.com/inward/record.url?eid=2-s2.0-84893494679&partnerID=MN8TOARS,journal-article,2014,,,Journal of Neuroscience,0000-0003-1785-6748
Pannexin 1 regulates bidirectional hippocampal synaptic plasticity in adult mice,10.3389/fncel.2014.00326,http://www.scopus.com/inward/record.url?eid=2-s2.0-84908012869&partnerID=MN8TOARS,journal-article,2014,,,Frontiers in Cellular Neuroscience,0000-0003-1785-6748
Long-term depression of inhibitory synaptic transmission induced by spike-timing dependent plasticity requires coactivation of endocannabinoid and muscarinic receptors,10.1002/hipo.22196,http://www.scopus.com/inward/record.url?eid=2-s2.0-84888130866&partnerID=MN8TOARS,journal-article,2013,,,Hippocampus,0000-0003-1785-6748
Repeated restraint stress impairs auditory attention and GABAergic synaptic efficacy in the rat auditory cortex,10.1016/j.neuroscience.2013.04.044,http://www.scopus.com/inward/record.url?eid=2-s2.0-84878345163&partnerID=MN8TOARS,journal-article,2013,,,Neuroscience,0000-0003-1785-6748
Wnt signaling: Role in Alzheimer disease and schizophrenia,10.1007/s11481-012-9417-5,http://www.scopus.com/inward/record.url?eid=2-s2.0-84875841285&partnerID=MN8TOARS,journal-article,2012,,,Journal of Neuroimmune Pharmacology,0000-0003-1785-6748
Glutamate released spontaneously from astrocytes sets the threshold for synaptic plasticity,10.1111/j.1460-9568.2011.07631.x,http://www.scopus.com/inward/record.url?eid=2-s2.0-79954630672&partnerID=MN8TOARS,journal-article,2011,,,European Journal of Neuroscience,0000-0003-1785-6748
Reply to Meredith and Groen: Role of AMPA and NMDA receptors and back-propagating action potentials in spike timing-dependent plasticity,10.1152/jn.00170.2010,http://www.scopus.com/inward/record.url?eid=2-s2.0-77951211396&partnerID=MN8TOARS,journal-article,2010,,,Journal of Neurophysiology,0000-0003-1785-6748
Role of AMPA and NMDA receptors and back-propagating action potentials in spike timing-dependent plasticity,10.1152/jn.00416.2009,http://www.scopus.com/inward/record.url?eid=2-s2.0-74049138278&partnerID=MN8TOARS,journal-article,2010,,,Journal of Neurophysiology,0000-0003-1785-6748
Wnt-5a modulates recycling of functional GABA<sub>A</sub> receptors on hippocampal neurons,10.1523/jneurosci.5736-09.2010,http://www.scopus.com/inward/record.url?eid=2-s2.0-77954118871&partnerID=MN8TOARS,journal-article,2010,,,Journal of Neuroscience,0000-0003-1785-6748
Wnt-5a occludes Aβ oligomer-induced depression of glutamatergic transmission in hippocampal neurons,10.1186/1750-1326-5-3,http://www.scopus.com/inward/record.url?eid=2-s2.0-77249117920&partnerID=MN8TOARS,journal-article,2010,,,Molecular Neurodegeneration,0000-0003-1785-6748
Developmental increase of asynchronic glutamate release from hippocampal synapses in mutant Taiep rat,10.1002/syn.20622,http://www.scopus.com/inward/record.url?eid=2-s2.0-66149116391&partnerID=MN8TOARS,journal-article,2009,,,Synapse,0000-0003-1785-6748
Asynchronic transmission in the CA3-CA1 hippocampal synapses in the neurological mutant taiep rat,10.1002/jnr.21109,http://www.scopus.com/inward/record.url?eid=2-s2.0-33846145655&partnerID=MN8TOARS,journal-article,2007,,,Journal of Neuroscience Research,0000-0003-1785-6748
Changes of the EPSP waveform regulate the temporal window for spike-timing-dependent plasticity,10.1523/jneurosci.0900-07.2007,http://www.scopus.com/inward/record.url?eid=2-s2.0-35948965303&partnerID=MN8TOARS,journal-article,2007,,,Journal of Neuroscience,0000-0003-1785-6748
Selective shunting of the NMDA EPSP component by the slow afterhyperpolarization in rat CA1 pyramidal neurons,10.1152/jn.00422.2006,http://www.scopus.com/inward/record.url?eid=2-s2.0-34447336442&partnerID=MN8TOARS,journal-article,2007,,,Journal of Neurophysiology,0000-0003-1785-6748
Altered synaptic and electrical properties of lumbar motoneurons in the neurological glial mutant taiep rat,10.1007/s00221-003-1768-y,http://www.scopus.com/inward/record.url?eid=2-s2.0-2542500646&partnerID=MN8TOARS,journal-article,2004,,,Experimental Brain Research,0000-0003-1785-6748
Heterosynaptic metaplastic regulation of synaptic efficacy in CA1 pyramidal neurons of rat hippocampus,10.1002/hipo.20021,http://www.scopus.com/inward/record.url?eid=2-s2.0-11344288961&partnerID=MN8TOARS,journal-article,2004,,,Hippocampus,0000-0003-1785-6748
Immature developmental pattern of the monosynaptic reflex in isolated spinal cord of glial mutant taiep rats,10.1016/j.devbrainres.2004.08.007,http://www.scopus.com/inward/record.url?eid=2-s2.0-7444238163&partnerID=MN8TOARS,journal-article,2004,,,Developmental Brain Research,0000-0003-1785-6748
Mimosa Púdica como modelo para el estudio de la sensibilidad y cognición en plantas,10.34024/prometeica.2024.30.16500,https://doi.org/10.34024/prometeica.2024.30.16500,journal-article,2024,07,08,Prometeica - Revista de Filosofía y Ciencias,0000-0001-7120-0542
El problema de escribir una sentencia judicial,10.5354/0719-5885.2022.66652,https://doi.org/10.5354/0719-5885.2022.66652,journal-article,2022,12,30,Revista Pedagogía Universitaria y Didáctica del Derecho,0000-0002-3115-3312
¿Es la teoría ideal de Rawls demasiado realista? Dibujando los límites de la igualdad,10.5281/zenodo.5794692,,other,2021,12,21,Zenodo,0000-0002-3115-3312
Neurorights in Chile: Between neuroscience and legal science,,https://www.sciencedirect.com/science/article/pii/S2589295921000059?dgcid=author,book-chapter,2021,09,22,Developments in Neuroethics and Bioethics: Regulating Neuroscience: Transnational Legal Challenges,0000-0002-3115-3312
Comentario a “¿Tolerancia o autonomía?”,10.1590/0101-3173.2021.v44n2.10.p143,https://doi.org/10.1590/0101-3173.2021.v44n2.10.p143,journal-article,2021,06,,Trans/Form/Ação,0000-0002-3115-3312
Hacia una teoría jurídica sin género,10.1590/0101-3173.2021.v44n1.17.p233,https://revistas.marilia.unesp.br/index.php/transformacao/article/view/10257,journal-article,2021,03,22,TRANS/FORM/AÇÃO: REVISTA DE FILOSOFIA,0000-0002-3115-3312
"Hacia una teoría jurídica sin género: feminismo, autonomía e igualdad relacional",10.1590/0101-3173.2021.v44n1.17.p233,https://doi.org/10.1590/0101-3173.2021.v44n1.17.p233,journal-article,2021,03,,Trans/Form/Ação,0000-0002-3115-3312
(Auto)propiedad y mujeres indígenas,,,book-chapter,2021,,,"Feminismo, género y derecho privado",0000-0002-3115-3312
Las personas con discapacidad en el razonamiento judicial,,,book,2021,,,,0000-0002-3115-3312
El discurso del odio y los límites a la libertad de expresión,,https://editorial.tirant.com/cl/libro/delito-naturaleza-y-libertad-temas-y-problemas-de-filosofia-del-derecho-y-filosofia-juridico-penal-9788413553313,book-chapter,2020,,,"Delito, naturaleza y libertad",0000-0002-3115-3312
"“¿ES LIBERAL SQUELLA? Sí, pero…”",,,book-chapter,2019,12,30,SQUELLA,0000-0002-3115-3312
Bases constitucionales para un Estado plurinacional ,,,book-chapter,2019,,,La Constitución que queremos,0000-0002-3115-3312
Jurisdicciones interculturales y mujeres mapuches en Chile,,https://www.jstor.org/stable/j.ctvnp0k6w,book-chapter,2019,,,"Derecho, conflicto social y emancipación",0000-0002-3115-3312
El “Derecho de Salida” por razones culturales y las mujeres indígenas,10.3989/isegoria.2018.059.12,https://doi.org/10.3989/isegoria.2018.059.12,journal-article,2018,11,27,Isegoría,0000-0002-3115-3312
Towards a Multicultural Jurisdiction. The case of Mapuche Women,,https://www.dropbox.com/s/x3dzoa9bweztl6p/Towards%20a%20Multicultural%20Jurisdiction.%20The%20case%20of%20Mapuche%20Women%20%282018%29.pdf?dl=0,book-chapter,2018,11,27,Citizenship and Disadvantaged Groups in Chile,0000-0002-3115-3312
Justicia social y el principio de igualdad,10.5281/zenodo.1320372,http://revistas.cenaltes.cl/index.php/hybris/article/view/235,journal-article,2018,07,24,Hybris,0000-0002-3115-3312
"Interculturalidad, derechos de la infancia y Constitución",,https://www.academia.edu/35711153/Interculturalidad_derechos_de_la_infancia_y_constituci%C3%B3n,book-chapter,2017,12,30,Constitución política e infancia,0000-0002-3115-3312
El lugar del individuo y la comunidad,,,journal-article,2017,07,30,Anuario de Filosofía Jurídica y Social,0000-0002-3115-3312
Alcances y límites del multiculturalismo liberal desde un enfoque de género interseccional,2448-5799,http://convergencia.uaemex.mx/article/view/4088,magazine-article,2016,,,Convergencia (72),0000-0002-3115-3312
Scope and limits of liberal multiculturalism from an intersectional gender approach,wos:000387346600001,https://publons.com/publon/33236584/,journal-article,2016,,,Convergencia-revista de Ciencias Sociales,0000-0002-3115-3312
Tribunales y jurisdicciones interculturales en una democracia deliberativa vibrante,9789874627117,http://www.saij.gob.ar/lmnoprst-uvwd-octr-inac-f160193f1pdf%20name:CF160193F1.PDF,book-chapter,2016,,,Primer Congreso Iberoamericano. XXVIII Jornadas Argentinas de Filosofía Jurídica y Social: La decisión judicial y el rol de los tribunales en el Estado democrático de derecho,0000-0002-3115-3312
LA VIOLENCIA DE GÉNERO COMO OPRESIÓN ESTRUCTURAL,10.4067/s0718-34372015000200015,,journal-article,2015,08,,Rev. chil. derecho,0000-0002-3115-3312
GENDER VIOLENCE AS STRUCTURAL OPPRESSION,wos:000361263100015,https://publons.com/publon/33235094/,journal-article,2015,,,Revista Chilena de Derecho,0000-0002-3115-3312
La constitucionalización de los derechos sexuales y reproductivos: Hacia una igual ciudadanía para las mujeres,10.4067/s0718-00122015000100008,,journal-article,2015,,,Ius et Praxis,0000-0002-3115-3312
Una concepción de la ciudadanía para una nueva Constitución. El caso de las mujeres indígenas,9789569466021,https://www.academia.edu/15258413/Una_concepci%C3%B3n_de_la_ciudadan%C3%ADa_para_una_nueva_Constituci%C3%B3n._El_caso_de_las_mujeres_ind%C3%ADgenas,book-chapter,2015,,,Propuestas para una nueva constitución (originada en democracia),0000-0002-3115-3312
Estado y religión. Una justificación liberal de la laicidad neutral,0211-5743,https://www.academia.edu/9799552/Estado_y_religi%C3%B3n._Una_justificaci%C3%B3n_liberal_de_la_laicidad_neutral,magazine-article,2014,,,Revista Española de Derecho Constitucional (102),0000-0002-3115-3312
Ethno-Cultural Minorities and Women's Rights,wos:000346954800005,https://publons.com/publon/33236585/,journal-article,2014,,,Revista de Ciencia Politica,0000-0002-3115-3312
Las críticas comunitaristas al liberalismo igualitario. Un balance,9788490852286,https://www.academia.edu/9811866/Las_cr%C3%ADticas_comunitaristas_al_liberalismo_igualitario._Un_balance,book,2014,,,Dykinson - UAH,0000-0002-3115-3312
Minorías étnico-culturales y derechos de las mujeres,10.4067/s0718-090x2014000300005,,journal-article,2014,,,Rev. cienc. polít. (Santiago),0000-0002-3115-3312
"Mujeres indígenas, cultura y derechos. Hacia una articulación integradora",9789873720147,https://www.academia.edu/8987184/Mujeres_ind%C3%ADgenas_cultura_y_derechos._Hacia_una_articulaci%C3%B3n_integradora,book-chapter,2014,,,XXVII Jornadas Argentinas de Filosofía Jurídica y Social,0000-0002-3115-3312
The State and religion. A liberal justification of neutral secularism,wos:000351019900003,https://publons.com/publon/33236581/,journal-article,2014,,,Revista Espanola de Derecho Constitucional,0000-0002-3115-3312
Delineando al liberalismo auténtico. Las tesis centrales del constructivismo rawlsiano,0719-1669,https://www.academia.edu/8312584/Delineando_al_liberalismo_aut%C3%A9ntico._Las_tesis_centrales_del_constructivismo_rawlsiano,magazine-article,2013,,,Revista de Derechos Fundamentales,0000-0002-3115-3312
Is Politics justice as Fairness?,wos:000326710200011,https://publons.com/publon/33236582/,journal-article,2013,,,Ideas Y Valores,0000-0002-3115-3312
¿Es política la justicia como equidad?,80929837011,http://www.redalyc.org/articulo.oa?id=80929837011,journal-article,2013,,,Ideas y Valores,0000-0002-3115-3312
Curso de Filosofía del Derecho,9789561021983,,book,2012,,,Editorial Jurídica de Chile,0000-0002-3115-3312
DERECHOS LINGÜÍSTICOS Y PROCESO PENAL,10.7770/rchdycp-v3n2-art449,,journal-article,2012,,,Revista Chilena de Derecho y Ciencia Política,0000-0002-3115-3312
